 0.00000000e+00  1.07157165e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00 
 5.00000000e-13  1.07157165e+00  5.00000000e-13  1.20000000e+00  5.00000000e-13  1.79300580e-09  5.00000000e-13  0.00000000e+00  5.00000000e-13  0.00000000e+00  5.00000000e-13  1.20000000e+00 
 1.00000000e-12  1.07157165e+00  1.00000000e-12  1.20000000e+00  1.00000000e-12  3.19837123e-09  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  1.20000000e+00 
 2.00000000e-12  1.07157165e+00  2.00000000e-12  1.20000000e+00  2.00000000e-12  5.65526836e-09  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  1.20000000e+00 
 4.00000000e-12  1.07157165e+00  4.00000000e-12  1.20000000e+00  4.00000000e-12  8.96681574e-09  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  1.20000000e+00 
 8.00000000e-12  1.07157165e+00  8.00000000e-12  1.19999999e+00  8.00000000e-12  1.22956663e-08  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  1.20000000e+00 
 1.60000000e-11  1.07157165e+00  1.60000000e-11  1.19999998e+00  1.60000000e-11  1.49235904e-08  1.60000000e-11  0.00000000e+00  1.60000000e-11  0.00000000e+00  1.60000000e-11  1.20000000e+00 
 3.20000000e-11  1.07157165e+00  3.20000000e-11  1.19999996e+00  3.20000000e-11  1.80221773e-08  3.20000000e-11  0.00000000e+00  3.20000000e-11  0.00000000e+00  3.20000000e-11  1.20000000e+00 
 6.40000000e-11  1.07157165e+00  6.40000000e-11  1.19999995e+00  6.40000000e-11  2.26477051e-08  6.40000000e-11  0.00000000e+00  6.40000000e-11  0.00000000e+00  6.40000000e-11  1.20000000e+00 
 1.14000000e-10  1.07157165e+00  1.14000000e-10  1.19999994e+00  1.14000000e-10  2.66093204e-08  1.14000000e-10  0.00000000e+00  1.14000000e-10  0.00000000e+00  1.14000000e-10  1.20000000e+00 
 1.64000000e-10  1.07157165e+00  1.64000000e-10  1.19999994e+00  1.64000000e-10  2.85580267e-08  1.64000000e-10  0.00000000e+00  1.64000000e-10  0.00000000e+00  1.64000000e-10  1.20000000e+00 
 2.14000000e-10  1.07157165e+00  2.14000000e-10  1.19999994e+00  2.14000000e-10  2.94422314e-08  2.14000000e-10  0.00000000e+00  2.14000000e-10  0.00000000e+00  2.14000000e-10  1.20000000e+00 
 2.64000000e-10  1.07157165e+00  2.64000000e-10  1.19999994e+00  2.64000000e-10  2.98798825e-08  2.64000000e-10  0.00000000e+00  2.64000000e-10  0.00000000e+00  2.64000000e-10  1.20000000e+00 
 3.14000000e-10  1.07157165e+00  3.14000000e-10  1.19999994e+00  3.14000000e-10  3.00622978e-08  3.14000000e-10  0.00000000e+00  3.14000000e-10  0.00000000e+00  3.14000000e-10  1.20000000e+00 
 3.64000000e-10  1.07157165e+00  3.64000000e-10  1.19999994e+00  3.64000000e-10  3.01632798e-08  3.64000000e-10  0.00000000e+00  3.64000000e-10  0.00000000e+00  3.64000000e-10  1.20000000e+00 
 4.14000000e-10  1.07157165e+00  4.14000000e-10  1.19999994e+00  4.14000000e-10  3.01970765e-08  4.14000000e-10  0.00000000e+00  4.14000000e-10  0.00000000e+00  4.14000000e-10  1.20000000e+00 
 4.64000000e-10  1.07157165e+00  4.64000000e-10  1.19999994e+00  4.64000000e-10  3.02228587e-08  4.64000000e-10  0.00000000e+00  4.64000000e-10  0.00000000e+00  4.64000000e-10  1.20000000e+00 
 5.14000000e-10  1.07157165e+00  5.14000000e-10  1.19999994e+00  5.14000000e-10  3.02274299e-08  5.14000000e-10  0.00000000e+00  5.14000000e-10  0.00000000e+00  5.14000000e-10  1.20000000e+00 
 5.64000000e-10  1.07157165e+00  5.64000000e-10  1.19999994e+00  5.64000000e-10  3.02353907e-08  5.64000000e-10  0.00000000e+00  5.64000000e-10  0.00000000e+00  5.64000000e-10  1.20000000e+00 
 6.14000000e-10  1.07157165e+00  6.14000000e-10  1.19999994e+00  6.14000000e-10  3.02346424e-08  6.14000000e-10  0.00000000e+00  6.14000000e-10  0.00000000e+00  6.14000000e-10  1.20000000e+00 
 6.64000000e-10  1.07157165e+00  6.64000000e-10  1.19999994e+00  6.64000000e-10  3.02377655e-08  6.64000000e-10  0.00000000e+00  6.64000000e-10  0.00000000e+00  6.64000000e-10  1.20000000e+00 
 7.14000000e-10  1.07157165e+00  7.14000000e-10  1.19999994e+00  7.14000000e-10  3.02365347e-08  7.14000000e-10  0.00000000e+00  7.14000000e-10  0.00000000e+00  7.14000000e-10  1.20000000e+00 
 7.64000000e-10  1.07157165e+00  7.64000000e-10  1.19999994e+00  7.64000000e-10  3.02380719e-08  7.64000000e-10  0.00000000e+00  7.64000000e-10  0.00000000e+00  7.64000000e-10  1.20000000e+00 
 8.14000000e-10  1.07157165e+00  8.14000000e-10  1.19999994e+00  8.14000000e-10  3.02371302e-08  8.14000000e-10  0.00000000e+00  8.14000000e-10  0.00000000e+00  8.14000000e-10  1.20000000e+00 
 8.64000000e-10  1.07157165e+00  8.64000000e-10  1.19999994e+00  8.64000000e-10  3.02379954e-08  8.64000000e-10  0.00000000e+00  8.64000000e-10  0.00000000e+00  8.64000000e-10  1.20000000e+00 
